lemma,left,right,log_ratio,abs_log_ratio
putin,54,34,0.6520766966,0.6520766966
quentin,10,6,0.6520766966,0.6520766966
péremptoire,6,10,-0.6520766966,0.6520766966
vendéen,13,21,-0.6520766966,0.6520766966
reformer,6,10,-0.6520766966,0.6520766966
charismatique,6,10,-0.6520766966,0.6520766966
communal,6,10,-0.6520766966,0.6520766966
arcelor,10,6,0.6520766966,0.6520766966
vip,21,13,0.6520766966,0.6520766966
razzia,6,10,-0.6520766966,0.6520766966
rabaisser,32,20,0.6520766966,0.6520766966
arret,21,13,0.6520766966,0.6520766966
levallois,10,6,0.6520766966,0.6520766966
spontané,13,21,-0.6520766966,0.6520766966
leroy,10,6,0.6520766966,0.6520766966
labour,10,6,0.6520766966,0.6520766966
tracer,32,20,0.6520766966,0.6520766966
annihiler,6,10,-0.6520766966,0.6520766966
clausu,6,10,-0.6520766966,0.6520766966
four,43,27,0.6520766966,0.6520766966
parcequ,20,32,-0.6520766966,0.6520766966
masterclass,10,6,0.6520766966,0.6520766966
gode,10,6,0.6520766966,0.6520766966
pornographie,6,10,-0.6520766966,0.6520766966
serviette,6,10,-0.6520766966,0.6520766966
cholestérol,6,10,-0.6520766966,0.6520766966
argumentaire,54,34,0.6520766966,0.6520766966
interrogatoire,10,6,0.6520766966,0.6520766966
brioche,10,6,0.6520766966,0.6520766966
joujou,6,10,-0.6520766966,0.6520766966
confirmation,43,27,0.6520766966,0.6520766966
ste,6,10,-0.6520766966,0.6520766966
révolté,6,10,-0.6520766966,0.6520766966
dégager,344,541,-0.6516964897,0.6516964897
banque,162,255,-0.6512718458,0.6512718458
ça,233,148,0.6511961991,0.6511961991
catastrophique,178,113,0.6509257631,0.6509257631
pitoyable,113,178,-0.6509257631,0.6509257631
ménage,92,145,-0.6506657478,0.6506657478
électrique,159,250,-0.6496154591,0.6496154591
expression,358,562,-0.6491510783,0.6491510783
sphère,43,68,-0.6490928381,0.6490928381
toutefois,36,57,-0.6485276295,0.6485276295
essentiellement,36,57,-0.6485276295,0.6485276295
mec,1290,823,0.6477727581,0.6477727581
guerre,1737,2722,-0.6477689002,0.6477689002
automne,46,29,0.6476982561,0.6476982561
éventuellement,29,46,-0.6476982561,0.6476982561
pic,46,29,0.6476982561,0.6476982561
parfaitement,172,270,-0.6475208137,0.6475208137
mentionner,129,82,0.6473283817,0.6473283817
insister,52,82,-0.6471189768,0.6471189768
entrave,22,35,-0.6463630454,0.6463630454
joyeux,229,359,-0.6463630454,0.6463630454
héroïne,35,22,0.6463630454,0.6463630454
indiquer,143,91,0.6463630454,0.6463630454
format,107,168,-0.6459919341,0.6459919341
abord,210,329,-0.6452230255,0.6452230255
no,146,93,0.6450834932,0.6450834932
abruti,228,357,-0.6446119892,0.6446119892
sévice,15,24,-0.6438561898,0.6438561898
proprio,24,15,0.6438561898,0.6438561898
référer,24,15,0.6438561898,0.6438561898
cabane,15,24,-0.6438561898,0.6438561898
joker,24,15,0.6438561898,0.6438561898
antille,24,15,0.6438561898,0.6438561898
rivalité,24,15,0.6438561898,0.6438561898
ringard,24,15,0.6438561898,0.6438561898
dose,79,124,-0.6438561898,0.6438561898
plomber,24,15,0.6438561898,0.6438561898
gourmand,24,15,0.6438561898,0.6438561898
reporter,88,56,0.6428434168,0.6428434168
usage,177,113,0.6428434168,0.6428434168
israël,1368,876,0.6424736988,0.6424736988
auditeur,63,40,0.6424479954,0.6424479954
tunnel,63,40,0.6424479954,0.6424479954
syrie,140,219,-0.6418083611,0.6418083611
gâchis,24,38,-0.6415460291,0.6415460291
charme,24,38,-0.6415460291,0.6415460291
blanchiment,24,38,-0.6415460291,0.6415460291
communiste,253,395,-0.6406719333,0.6406719333
mercredi,214,137,0.6396683928,0.6396683928
allié,155,242,-0.6394102847,0.6394102847
facho,684,439,0.6386004643,0.6386004643
justifier,427,274,0.638179178,0.638179178
union,438,682,-0.6376646388,0.6376646388
antifascisme,13,8,0.6374299206,0.6374299206
paul,209,134,0.6374299206,0.6374299206
catin,13,8,0.6374299206,0.6374299206
patriarcal,27,17,0.6374299206,0.6374299206
tre,41,26,0.6374299206,0.6374299206
influer,13,8,0.6374299206,0.6374299206
💨,111,71,0.6374299206,0.6374299206
guy,41,26,0.6374299206,0.6374299206
jm,27,17,0.6374299206,0.6374299206
dépeindre,13,8,0.6374299206,0.6374299206
amandine,13,8,0.6374299206,0.6374299206
créteil,13,8,0.6374299206,0.6374299206
abriter,27,17,0.6374299206,0.6374299206
innovant,41,26,0.6374299206,0.6374299206
aah,13,8,0.6374299206,0.6374299206
projection,69,44,0.6374299206,0.6374299206
huer,27,17,0.6374299206,0.6374299206
rédacteur,27,17,0.6374299206,0.6374299206
grd,13,8,0.6374299206,0.6374299206
allergique,13,8,0.6374299206,0.6374299206
tn,13,8,0.6374299206,0.6374299206
🌬,13,8,0.6374299206,0.6374299206
aquitaine,13,8,0.6374299206,0.6374299206
holding,13,8,0.6374299206,0.6374299206
primordial,17,27,-0.6374299206,0.6374299206
sun,8,13,-0.6374299206,0.6374299206
syndrome,44,69,-0.6374299206,0.6374299206
attaché,8,13,-0.6374299206,0.6374299206
prioriser,8,13,-0.6374299206,0.6374299206
pasteur,26,41,-0.6374299206,0.6374299206
carl,8,13,-0.6374299206,0.6374299206
fondre,35,55,-0.6374299206,0.6374299206
nuremberg,8,13,-0.6374299206,0.6374299206
douce,8,13,-0.6374299206,0.6374299206
cheval,62,97,-0.6374299206,0.6374299206
délecter,8,13,-0.6374299206,0.6374299206
séquelle,8,13,-0.6374299206,0.6374299206
emblème,8,13,-0.6374299206,0.6374299206
instituer,8,13,-0.6374299206,0.6374299206
ramer,8,13,-0.6374299206,0.6374299206
rouage,8,13,-0.6374299206,0.6374299206
ivresse,8,13,-0.6374299206,0.6374299206
monoparental,8,13,-0.6374299206,0.6374299206
abstrait,8,13,-0.6374299206,0.6374299206
marteler,8,13,-0.6374299206,0.6374299206
étouffé,8,13,-0.6374299206,0.6374299206
crade,8,13,-0.6374299206,0.6374299206
chiasse,8,13,-0.6374299206,0.6374299206
écharpe,17,27,-0.6374299206,0.6374299206
incivilité,17,27,-0.6374299206,0.6374299206
accomplir,62,97,-0.6374299206,0.6374299206
cachot,8,13,-0.6374299206,0.6374299206
chœur,8,13,-0.6374299206,0.6374299206
regorger,8,13,-0.6374299206,0.6374299206
tain,8,13,-0.6374299206,0.6374299206
traitrise,8,13,-0.6374299206,0.6374299206
infaillible,8,13,-0.6374299206,0.6374299206
corse,91,142,-0.6363093807,0.6363093807
conscience,257,400,-0.636231171,0.636231171
missile,64,100,-0.6358436697,0.6358436697
envahir,111,173,-0.6355885738,0.6355885738
enregistrer,86,55,0.6355885738,0.6355885738
horrible,232,149,0.6353674542,0.6353674542
souffler,72,46,0.6352357072,0.6352357072
foutage,46,72,-0.6352357072,0.6352357072
✍,72,46,0.6352357072,0.6352357072
sacrer,272,423,-0.6351633136,0.6351633136
audience,204,131,0.6350859801,0.6350859801
commémoration,58,37,0.6347155359,0.6347155359
barrer,66,103,-0.6343505277,0.6343505277
week,252,162,0.6342654205,0.6342654205
notre,6562,10185,-0.6341602841,0.6341602841
télécharger,44,28,0.6338721012,0.6338721012
varier,28,44,-0.6338721012,0.6338721012
invitation,120,77,0.6334610184,0.6334610184
avion,224,348,-0.633302035,0.633302035
commerçant,48,75,-0.6332176693,0.6332176693
flop,61,39,0.6322682155,0.6322682155
attaqu,19,30,-0.6322682155,0.6322682155
performant,30,19,0.6322682155,0.6322682155
oral,30,19,0.6322682155,0.6322682155
patronal,30,19,0.6322682155,0.6322682155
controverser,19,30,-0.6322682155,0.6322682155
fnac,30,19,0.6322682155,0.6322682155
faciliter,92,59,0.6322682155,0.6322682155
mythique,30,19,0.6322682155,0.6322682155
relance,30,19,0.6322682155,0.6322682155
pascal,90,140,-0.6317567122,0.6317567122
aéroport,109,70,0.631612594,0.631612594
discussion,219,141,0.631612594,0.631612594
anglais,212,329,-0.631612594,0.631612594
clairement,456,294,0.6314792108,0.6314792108
magouille,50,78,-0.6313554062,0.6313554062
maîtresse,47,30,0.6307661903,0.6307661903
stagiaire,47,30,0.6307661903,0.6307661903
comporte,30,47,-0.6307661903,0.6307661903
arrêt,321,207,0.63047716,0.63047716
climat,259,167,0.6300503902,0.6300503902
forum,52,81,-0.6296315501,0.6296315501
déclencher,52,81,-0.6296315501,0.6296315501
dangereux,352,545,-0.6292327676,0.6292327676
abonner,129,200,-0.6286838782,0.6286838782
bonbon,21,33,-0.6280312226,0.6280312226
déguster,16,10,0.6280312226,0.6280312226
vase,16,10,0.6280312226,0.6280312226
incomparable,16,10,0.6280312226,0.6280312226
ato,16,10,0.6280312226,0.6280312226
pleureuse,10,16,-0.6280312226,0.6280312226
with,16,10,0.6280312226,0.6280312226
latin,43,67,-0.6280312226,0.6280312226
martyr,32,50,-0.6280312226,0.6280312226
discorde,16,10,0.6280312226,0.6280312226
ena,10,16,-0.6280312226,0.6280312226
apostat,21,33,-0.6280312226,0.6280312226
triangle,16,10,0.6280312226,0.6280312226
gardin,16,10,0.6280312226,0.6280312226
fed,16,10,0.6280312226,0.6280312226
pharmacien,33,21,0.6280312226,0.6280312226
🔄,10,16,-0.6280312226,0.6280312226
ignoble,109,169,-0.6280312226,0.6280312226
simpliste,50,32,0.6280312226,0.6280312226
adapté,16,10,0.6280312226,0.6280312226
câble,33,21,0.6280312226,0.6280312226
😟,10,16,-0.6280312226,0.6280312226
harmonie,21,33,-0.6280312226,0.6280312226
filtrer,10,16,-0.6280312226,0.6280312226
chiotte,43,67,-0.6280312226,0.6280312226
protocole,32,50,-0.6280312226,0.6280312226
caution,33,21,0.6280312226,0.6280312226
triompher,10,16,-0.6280312226,0.6280312226
bille,10,16,-0.6280312226,0.6280312226
quémander,10,16,-0.6280312226,0.6280312226
émigrer,10,16,-0.6280312226,0.6280312226
dubaï,10,16,-0.6280312226,0.6280312226
ouiii,16,10,0.6280312226,0.6280312226
remplaçant,33,21,0.6280312226,0.6280312226
ir,16,10,0.6280312226,0.6280312226
diarrhée,10,16,-0.6280312226,0.6280312226
résolument,16,10,0.6280312226,0.6280312226
veuille,16,10,0.6280312226,0.6280312226
félix,33,21,0.6280312226,0.6280312226
hmm,16,10,0.6280312226,0.6280312226
boum,10,16,-0.6280312226,0.6280312226
rochebin,10,16,-0.6280312226,0.6280312226
hectare,16,10,0.6280312226,0.6280312226
étonnamment,16,10,0.6280312226,0.6280312226
blond,21,33,-0.6280312226,0.6280312226
maure,16,10,0.6280312226,0.6280312226
inverser,56,87,-0.6265416045,0.6265416045
interpeller,102,158,-0.6263824281,0.6263824281
audiovisuel,70,45,0.6261851634,0.6261851634
😋,107,69,0.6256044852,0.6256044852
adjoint,53,34,0.6256044852,0.6256044852
mem,90,58,0.6251515908,0.6251515908
washington,58,90,-0.6251515908,0.6251515908
communisme,82,127,-0.6249605687,0.6249605687
incroyable,679,440,0.6247560906,0.6247560906
betharram,36,23,0.6244908649,0.6244908649
merdique,36,23,0.6244908649,0.6244908649
élimination,36,23,0.6244908649,0.6244908649
réprimer,36,23,0.6244908649,0.6244908649
requin,36,23,0.6244908649,0.6244908649
cendre,23,36,-0.6244908649,0.6244908649
isabelle,23,36,-0.6244908649,0.6244908649
soral,23,36,-0.6244908649,0.6244908649
brutal,47,73,-0.6244908649,0.6244908649
blasphème,23,36,-0.6244908649,0.6244908649
annulation,47,73,-0.6244908649,0.6244908649
assistanat,23,36,-0.6244908649,0.6244908649
and,130,84,0.6240320654,0.6240320654
suicide,84,130,-0.6240320654,0.6240320654
suisse,158,244,-0.6237549837,0.6237549837
chapitre,56,36,0.6234366485,0.6234366485
poing,36,56,-0.6234366485,0.6234366485
disponible,361,234,0.6233289405,0.6233289405
suprême,49,76,-0.6229303509,0.6229303509
radical,164,253,-0.6223624725,0.6223624725
sacrifier,88,136,-0.622298652,0.622298652
chasse,114,176,-0.6221154991,0.6221154991
dissolution,140,216,-0.62199988,0.62199988
drogue,192,296,-0.6218620835,0.6218620835
quo,19,12,0.6214883767,0.6214883767
universalisme,19,12,0.6214883767,0.6214883767
💧,19,12,0.6214883767,0.6214883767
lvmh,39,25,0.6214883767,0.6214883767
secrétariat,19,12,0.6214883767,0.6214883767
étendue,19,12,0.6214883767,0.6214883767
déclenche,19,12,0.6214883767,0.6214883767
🗓,39,25,0.6214883767,0.6214883767
fièvre,19,12,0.6214883767,0.6214883767
vriller,19,12,0.6214883767,0.6214883767
roquette,19,12,0.6214883767,0.6214883767
notification,19,12,0.6214883767,0.6214883767
conscier,12,19,-0.6214883767,0.6214883767
irresponsabilité,12,19,-0.6214883767,0.6214883767
berceau,12,19,-0.6214883767,0.6214883767
débordement,12,19,-0.6214883767,0.6214883767
xviii,12,19,-0.6214883767,0.6214883767
mépriser,51,79,-0.6214883767,0.6214883767
coton,12,19,-0.6214883767,0.6214883767
💰,51,79,-0.6214883767,0.6214883767
allocution,12,19,-0.6214883767,0.6214883767
vice,51,79,-0.6214883767,0.6214883767
impérial,12,19,-0.6214883767,0.6214883767
médiocrité,64,99,-0.6214883767,0.6214883767
riser,12,19,-0.6214883767,0.6214883767
crêpe,12,19,-0.6214883767,0.6214883767
piqûre,12,19,-0.6214883767,0.6214883767
tasse,12,19,-0.6214883767,0.6214883767
poubelle,170,262,-0.6210664744,0.6210664744
abonnement,142,92,0.6207125257,0.6207125257
contrer,40,62,-0.6197279189,0.6197279189
défaite,188,122,0.6197279189,0.6197279189
faiblesse,68,105,-0.6193959978,0.6193959978
cérémonie,211,137,0.6193959978,0.6193959978
enquête,681,443,0.6192120627,0.6192120627
interdire,613,942,-0.6190191153,0.6190191153
frisson,42,27,0.6189098326,0.6189098326
féminisme,85,55,0.6189098326,0.6189098326
spatial,27,42,-0.6189098326,0.6189098326
💸,42,65,-0.6181293647,0.6181293647
chinois,175,269,-0.6173839784,0.6173839784
désolé,456,297,0.6168818346,0.6168818346
démarquer,22,14,0.6166713604,0.6166713604
vacant,22,14,0.6166713604,0.6166713604
aléatoire,22,14,0.6166713604,0.6166713604
garantie,91,59,0.6166713604,0.6166713604
restant,22,14,0.6166713604,0.6166713604
impérialisme,45,29,0.6166713604,0.6166713604
caricatural,22,14,0.6166713604,0.6166713604
maladroit,22,14,0.6166713604,0.6166713604
radicalement,14,22,-0.6166713604,0.6166713604
sévèrement,29,45,-0.6166713604,0.6166713604
désarmer,14,22,-0.6166713604,0.6166713604
eco,14,22,-0.6166713604,0.6166713604
piratage,14,22,-0.6166713604,0.6166713604
coranique,14,22,-0.6166713604,0.6166713604
perpignan,29,45,-0.6166713604,0.6166713604
algérie,543,833,-0.6164407322,0.6164407322
stupide,121,186,-0.6161571223,0.6161571223
avancée,94,61,0.6156592979,0.6156592979
gouvernemental,46,71,-0.6153361498,0.6153361498
conclusion,125,192,-0.6151771138,0.6151771138
boulangerie,31,48,-0.6147098441,0.6147098441
tract,48,31,0.6147098441,0.6147098441
revendre,48,31,0.6147098441,0.6147098441
stress,74,48,0.6141088464,0.6141088464
carrément,175,114,0.6139415677,0.6139415677
😃,65,100,-0.6138173634,0.6138173634
salut,282,184,0.6132767823,0.6132767823
mila,16,25,-0.6129768769,0.6129768769
kit,33,51,-0.6129768769,0.6129768769
pudeur,16,25,-0.6129768769,0.6129768769
addition,16,25,-0.6129768769,0.6129768769
rive,16,25,-0.6129768769,0.6129768769
alexis,50,77,-0.6129768769,0.6129768769
punition,33,51,-0.6129768769,0.6129768769
rattraper,103,67,0.6129768769,0.6129768769
arménien,77,50,0.6129768769,0.6129768769
chartre,25,16,0.6129768769,0.6129768769
é,25,16,0.6129768769,0.6129768769
combo,25,16,0.6129768769,0.6129768769
monstre,124,190,-0.6116445434,0.6116445434
complaisance,35,54,-0.6114347121,0.6114347121
capitaine,54,83,-0.6109577093,0.6109577093
to,112,73,0.6107255968,0.6107255968
moteur,141,92,0.6105883084,0.6105883084
météo,57,37,0.6100534817,0.6100534817
emprise,57,37,0.6100534817,0.6100534817
esclavagiste,28,18,0.6100534817,0.6100534817
2️⃣,18,28,-0.6100534817,0.6100534817
décorer,18,28,-0.6100534817,0.6100534817
ile,18,28,-0.6100534817,0.6100534817
sexy,28,18,0.6100534817,0.6100534817
divergence,28,18,0.6100534817,0.6100534817
paf,28,18,0.6100534817,0.6100534817
détraqué,18,28,-0.6100534817,0.6100534817
malveillant,18,28,-0.6100534817,0.6100534817
feignasse,18,28,-0.6100534817,0.6100534817
traire,75,115,-0.6100534817,0.6100534817
🙏,1636,2496,-0.6091414995,0.6091414995
donald,199,304,-0.6088092427,0.6088092427
minimiser,60,39,0.6088092427,0.6088092427
chine,264,403,-0.6083629333,0.6083629333
dépenser,81,124,-0.60823228,0.60823228
site,656,430,0.6082055012,0.6082055012
mental,287,438,-0.6081521281,0.6081521281
patte,41,63,-0.6076825772,0.6076825772
soja,20,31,-0.6076825772,0.6076825772
confinement,41,63,-0.6076825772,0.6076825772
allégeance,20,31,-0.6076825772,0.6076825772
étron,20,31,-0.6076825772,0.6076825772
infantile,20,31,-0.6076825772,0.6076825772
indicateur,31,20,0.6076825772,0.6076825772
mimi,31,20,0.6076825772,0.6076825772
financer,307,468,-0.6066575718,0.6066575718
août,133,87,0.6066575718,0.6066575718
sup,34,22,0.6057210609,0.6057210609
réhabilitation,34,22,0.6057210609,0.6057210609
clavier,34,22,0.6057210609,0.6057210609
sauver,425,647,-0.6051403827,0.6051403827
antoine,70,107,-0.6051403827,0.6051403827
espagne,166,253,-0.6049803943,0.6049803943
engendrer,47,72,-0.6048620582,0.6048620582
cgt,186,122,0.6043799545,0.6043799545
arsenal,75,49,0.6040713237,0.6040713237
cote,37,24,0.6040713237,0.6040713237
serveur,37,24,0.6040713237,0.6040713237
revivre,37,24,0.6040713237,0.6040713237
parier,49,75,-0.6040713237,0.6040713237
interpellation,24,37,-0.6040713237,0.6040713237
quatrième,24,37,-0.6040713237,0.6040713237
collégien,24,37,-0.6040713237,0.6040713237
thèse,78,51,0.60334103,0.60334103
relation,321,211,0.6029964236,0.6029964236
excus,40,26,0.6026645025,0.6026645025
follower,40,26,0.6026645025,0.6026645025
plonger,80,122,-0.6026645025,0.6026645025
media,109,166,-0.6023445789,0.6023445789
édifier,28,43,-0.6014506235,0.6014506235
doré,28,43,-0.6014506235,0.6014506235
solitude,28,43,-0.6014506235,0.6014506235
subtil,28,43,-0.6014506235,0.6014506235
refaire,219,144,0.6014506235,0.6014506235
dignement,43,28,0.6014506235,0.6014506235
sincère,119,181,-0.6009040446,0.6009040446
out,90,59,0.6009040446,0.6009040446
